Numéro d'ordre;Instrument;Compte;Stratégie;Pos. marché.;Qté;Prix d’entrée;Prix de sortie;Heure d’entrée;Heure de sortie;Nom d’entrée;Nom de la sortie;Profit;Bénéfice net cumulé;Commission;MAE;MFE;ETD;Barres;
528;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3327,5;3324,8;12/05/2025 18:10:36;12/05/2025 18:10:36;Long_TP3;Stop loss;-28,52 $;11049,44 $;1,52 $;27,00 $;0,00 $;28,52 $;1;
529;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3322,5;3317,3;12/05/2025 18:20:28;12/05/2025 18:58:01;Short_TP1;Profit target;50,48 $;11099,92 $;1,52 $;0,00 $;52,00 $;1,52 $;2;
530;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3322,5;3327,3;12/05/2025 18:20:28;12/05/2025 22:59:59;Short_TP2;Exit on session close;-49,52 $;11050,40 $;1,52 $;50,00 $;100,00 $;149,52 $;5;
531;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3322,5;3327,3;12/05/2025 18:20:28;12/05/2025 22:59:59;Short_TP3;Exit on session close;-49,52 $;11000,88 $;1,52 $;50,00 $;100,00 $;149,52 $;5;
532;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3337,3;3343,4;13/05/2025 17:49:26;13/05/2025 18:07:16;Long_TP1;Profit target;59,48 $;11060,36 $;1,52 $;0,00 $;61,00 $;1,52 $;2;
533;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3337,3;3340,0;13/05/2025 17:49:26;13/05/2025 22:59:59;Long_TP2;Vendre;25,48 $;11085,84 $;1,52 $;50,00 $;100,00 $;74,52 $;6;
534;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3337,3;3340,0;13/05/2025 17:49:26;13/05/2025 22:59:59;Long_TP3;Vendre;25,48 $;11111,32 $;1,52 $;50,00 $;100,00 $;74,52 $;6;
535;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3274,4;3276,3;14/05/2025 16:48:20;14/05/2025 16:48:20;Short_TP1;Stop loss;-20,52 $;11090,80 $;1,52 $;19,00 $;0,00 $;20,52 $;1;
536;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3274,4;3276,3;14/05/2025 16:48:20;14/05/2025 16:48:20;Short_TP2;Stop loss;-20,52 $;11070,28 $;1,52 $;19,00 $;0,00 $;20,52 $;1;
537;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3274,4;3276,3;14/05/2025 16:48:20;14/05/2025 16:48:20;Short_TP3;Stop loss;-20,52 $;11049,76 $;1,52 $;19,00 $;0,00 $;20,52 $;1;
538;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3274,4;3272,5;14/05/2025 17:03:01;14/05/2025 17:03:01;Long_TP1;Stop loss;-20,52 $;11029,24 $;1,52 $;19,00 $;0,00 $;20,52 $;1;
539;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3274,4;3272,5;14/05/2025 17:03:01;14/05/2025 17:03:01;Long_TP2;Stop loss;-20,52 $;11008,72 $;1,52 $;19,00 $;0,00 $;20,52 $;1;
540;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3274,4;3272,5;14/05/2025 17:03:01;14/05/2025 17:03:01;Long_TP3;Stop loss;-20,52 $;10988,20 $;1,52 $;19,00 $;0,00 $;20,52 $;1;
541;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3269,4;3276,3;14/05/2025 18:42:03;14/05/2025 18:55:20;Short_TP1;Stop loss;-70,52 $;10917,68 $;1,52 $;69,00 $;50,00 $;120,52 $;3;
542;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3269,4;3276,3;14/05/2025 18:42:03;14/05/2025 18:55:20;Short_TP2;Stop loss;-70,52 $;10847,16 $;1,52 $;69,00 $;50,00 $;120,52 $;3;
543;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3269,4;3276,3;14/05/2025 18:42:03;14/05/2025 18:55:20;Short_TP3;Stop loss;-70,52 $;10776,64 $;1,52 $;69,00 $;50,00 $;120,52 $;3;
544;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3274,4;3272,5;14/05/2025 20:02:15;14/05/2025 20:02:15;Long_TP1;Stop loss;-20,52 $;10756,12 $;1,52 $;19,00 $;0,00 $;20,52 $;1;
545;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3274,4;3272,5;14/05/2025 20:02:15;14/05/2025 20:02:15;Long_TP2;Stop loss;-20,52 $;10735,60 $;1,52 $;19,00 $;0,00 $;20,52 $;1;
546;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3274,4;3272,5;14/05/2025 20:02:15;14/05/2025 20:02:15;Long_TP3;Stop loss;-20,52 $;10715,08 $;1,52 $;19,00 $;0,00 $;20,52 $;1;
547;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3269,4;3262,5;14/05/2025 20:10:11;14/05/2025 21:00:21;Short_TP1;Profit target;67,48 $;10782,56 $;1,52 $;0,00 $;69,00 $;1,52 $;2;
548;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3269,4;3266,5;14/05/2025 20:10:11;14/05/2025 22:59:59;Short_TP2;Exit on session close;27,48 $;10810,04 $;1,52 $;0,00 $;100,00 $;72,52 $;4;
549;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3269,4;3266,5;14/05/2025 20:10:11;14/05/2025 22:59:59;Short_TP3;Exit on session close;27,48 $;10837,52 $;1,52 $;0,00 $;100,00 $;72,52 $;4;
550;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3281,5;3283,0;15/05/2025 16:07:25;15/05/2025 16:07:25;Short_TP1;Stop loss;-16,52 $;10821,00 $;1,52 $;15,00 $;0,00 $;16,52 $;1;
551;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3281,5;3283,0;15/05/2025 16:07:25;15/05/2025 16:07:25;Short_TP2;Stop loss;-16,52 $;10804,48 $;1,52 $;15,00 $;0,00 $;16,52 $;1;
552;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3281,5;3283,0;15/05/2025 16:07:25;15/05/2025 16:07:25;Short_TP3;Stop loss;-16,52 $;10787,96 $;1,52 $;15,00 $;0,00 $;16,52 $;1;
553;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3286,5;3293,2;15/05/2025 16:10:35;15/05/2025 17:05:27;Long_TP1;Profit target;65,48 $;10853,44 $;1,52 $;0,00 $;67,00 $;1,52 $;2;
554;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3286,5;3306,6;15/05/2025 16:10:35;15/05/2025 18:59:30;Long_TP2;Profit target;199,48 $;11052,92 $;1,52 $;0,00 $;201,00 $;1,52 $;5;
555;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3286,5;3321,5;15/05/2025 16:10:35;15/05/2025 22:20:46;Long_TP3;Vendre;348,48 $;11401,40 $;1,52 $;0,00 $;350,00 $;1,52 $;10;
556;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3269,1;3262,3;16/05/2025 15:42:21;16/05/2025 16:37:55;Long_TP1;Stop loss;-69,52 $;11331,88 $;1,52 $;68,00 $;50,00 $;119,52 $;3;
557;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3269,1;3262,3;16/05/2025 15:42:21;16/05/2025 16:37:55;Long_TP2;Stop loss;-69,52 $;11262,36 $;1,52 $;68,00 $;50,00 $;119,52 $;3;
558;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3269,1;3262,3;16/05/2025 15:42:21;16/05/2025 16:37:55;Long_TP3;Stop loss;-69,52 $;11192,84 $;1,52 $;68,00 $;50,00 $;119,52 $;3;
559;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3259,1;3265,2;16/05/2025 16:43:50;16/05/2025 17:30:38;Short_TP1;Stop loss;-62,52 $;11130,32 $;1,52 $;61,00 $;50,00 $;112,52 $;3;
560;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3259,1;3265,2;16/05/2025 16:43:50;16/05/2025 17:30:38;Short_TP2;Stop loss;-62,52 $;11067,80 $;1,52 $;61,00 $;50,00 $;112,52 $;3;
561;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3259,1;3265,2;16/05/2025 16:43:50;16/05/2025 17:30:38;Short_TP3;Stop loss;-62,52 $;11005,28 $;1,52 $;61,00 $;50,00 $;112,52 $;3;
562;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3269,1;3275,9;16/05/2025 18:01:08;16/05/2025 18:59:48;Long_TP1;Profit target;66,48 $;11071,76 $;1,52 $;0,00 $;68,00 $;1,52 $;2;
563;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3269,1;3284,1;16/05/2025 18:01:08;16/05/2025 22:05:30;Long_TP2;Vendre;148,48 $;11220,24 $;1,52 $;0,00 $;150,00 $;1,52 $;4;
564;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3269,1;3284,1;16/05/2025 18:01:08;16/05/2025 22:05:30;Long_TP3;Vendre;148,48 $;11368,72 $;1,52 $;0,00 $;150,00 $;1,52 $;4;
565;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3315,2;3310,2;19/05/2025 16:02:57;19/05/2025 16:09:47;Short_TP1;Profit target;48,48 $;11417,20 $;1,52 $;0,00 $;50,00 $;1,52 $;2;
566;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3315,2;3320,2;19/05/2025 16:02:57;19/05/2025 16:27:01;Short_TP2;Stop loss;-51,52 $;11365,68 $;1,52 $;50,00 $;100,00 $;151,52 $;4;
567;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3315,2;3320,2;19/05/2025 16:02:57;19/05/2025 16:27:01;Short_TP3;Stop loss;-51,52 $;11314,16 $;1,52 $;50,00 $;100,00 $;151,52 $;4;
568;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3320,2;3318,4;19/05/2025 19:13:22;19/05/2025 19:13:22;Long_TP1;Stop loss;-19,52 $;11294,64 $;1,52 $;18,00 $;0,00 $;19,52 $;1;
569;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3320,2;3318,4;19/05/2025 19:13:22;19/05/2025 19:13:22;Long_TP2;Stop loss;-19,52 $;11275,12 $;1,52 $;18,00 $;0,00 $;19,52 $;1;
570;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3320,2;3318,4;19/05/2025 19:13:22;19/05/2025 19:13:22;Long_TP3;Stop loss;-19,52 $;11255,60 $;1,52 $;18,00 $;0,00 $;19,52 $;1;
571;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3317,5;3317,5;19/05/2025 22:59:56;19/05/2025 22:59:56;Short_TP1;Exit on session close;-1,52 $;11254,08 $;1,52 $;0,00 $;0,00 $;1,52 $;1;
572;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3317,5;3317,5;19/05/2025 22:59:56;19/05/2025 22:59:56;Short_TP2;Exit on session close;-1,52 $;11252,56 $;1,52 $;0,00 $;0,00 $;1,52 $;1;
573;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3317,5;3317,5;19/05/2025 22:59:56;19/05/2025 22:59:56;Short_TP3;Exit on session close;-1,52 $;11251,04 $;1,52 $;0,00 $;0,00 $;1,52 $;1;
574;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3333,0;3341,6;20/05/2025 15:57:30;20/05/2025 15:57:48;Long_TP1;Profit target;84,48 $;11335,52 $;1,52 $;0,00 $;86,00 $;1,52 $;2;
575;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3333,0;3358,8;20/05/2025 15:57:30;20/05/2025 16:06:15;Long_TP2;Profit target;256,48 $;11592,00 $;1,52 $;0,00 $;258,00 $;1,52 $;6;
576;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3333,0;3380,3;20/05/2025 15:57:30;20/05/2025 21:50:08;Long_TP3;Profit target;471,48 $;12063,48 $;1,52 $;0,00 $;473,00 $;1,52 $;14;
577;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3388,3;3394,6;21/05/2025 16:23:15;21/05/2025 17:07:32;Short_TP1;Stop loss;-64,52 $;11998,96 $;1,52 $;63,00 $;0,00 $;64,52 $;2;
578;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3388,3;3394,6;21/05/2025 16:23:15;21/05/2025 17:07:32;Short_TP2;Stop loss;-64,52 $;11934,44 $;1,52 $;63,00 $;0,00 $;64,52 $;2;
579;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3388,3;3394,6;21/05/2025 16:23:15;21/05/2025 17:07:32;Short_TP3;Stop loss;-64,52 $;11869,92 $;1,52 $;63,00 $;0,00 $;64,52 $;2;
580;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3398,3;3404,5;21/05/2025 17:20:21;21/05/2025 21:06:34;Long_TP1;Profit target;60,48 $;11930,40 $;1,52 $;50,00 $;62,00 $;1,52 $;4;
581;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3398,3;3402,1;21/05/2025 17:20:21;21/05/2025 22:59:59;Long_TP2;Exit on session close;36,48 $;11966,88 $;1,52 $;50,00 $;100,00 $;63,52 $;5;
582;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3398,3;3402,1;21/05/2025 17:20:21;21/05/2025 22:59:59;Long_TP3;Exit on session close;36,48 $;12003,36 $;1,52 $;50,00 $;100,00 $;63,52 $;5;
583;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3387,2;3376,8;22/05/2025 15:51:20;22/05/2025 15:59:38;Short_TP1;Profit target;102,48 $;12105,84 $;1,52 $;0,00 $;104,00 $;1,52 $;3;
584;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3387,2;3380,3;22/05/2025 15:51:20;22/05/2025 22:59:57;Short_TP2;Exit on session close;67,48 $;12173,32 $;1,52 $;0,00 $;200,00 $;132,52 $;15;
585;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3387,2;3380,3;22/05/2025 15:51:20;22/05/2025 22:59:57;Short_TP3;Exit on session close;67,48 $;12240,80 $;1,52 $;0,00 $;200,00 $;132,52 $;15;
586;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3430,3;3438,2;23/05/2025 15:35:23;23/05/2025 16:37:01;Short_TP1;Stop loss;-80,52 $;12160,28 $;1,52 $;79,00 $;50,00 $;130,52 $;3;
587;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3430,3;3438,2;23/05/2025 15:35:23;23/05/2025 16:37:01;Short_TP2;Stop loss;-80,52 $;12079,76 $;1,52 $;79,00 $;50,00 $;130,52 $;3;
588;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3430,3;3438,2;23/05/2025 15:35:23;23/05/2025 16:37:01;Short_TP3;Stop loss;-80,52 $;11999,24 $;1,52 $;79,00 $;50,00 $;130,52 $;3;
589;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3440,3;3446,3;23/05/2025 16:56:03;23/05/2025 18:45:27;Long_TP1;Profit target;58,48 $;12057,72 $;1,52 $;0,00 $;60,00 $;1,52 $;2;
590;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3440,3;3443,1;23/05/2025 16:56:03;23/05/2025 22:59:59;Long_TP2;Exit on session close;26,48 $;12084,20 $;1,52 $;0,00 $;100,00 $;73,52 $;3;
591;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3440,3;3443,1;23/05/2025 16:56:03;23/05/2025 22:59:59;Long_TP3;Exit on session close;26,48 $;12110,68 $;1,52 $;0,00 $;100,00 $;73,52 $;3;
592;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3427,8;3427,8;26/05/2025 20:29:49;26/05/2025 20:29:49;Long_TP1;Exit on session close;-1,52 $;12109,16 $;1,52 $;0,00 $;0,00 $;1,52 $;1;
593;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3427,8;3427,8;26/05/2025 20:29:49;26/05/2025 20:29:49;Long_TP2;Exit on session close;-1,52 $;12107,64 $;1,52 $;0,00 $;0,00 $;1,52 $;1;
594;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3427,8;3427,8;26/05/2025 20:29:49;26/05/2025 20:29:49;Long_TP3;Exit on session close;-1,52 $;12106,12 $;1,52 $;0,00 $;0,00 $;1,52 $;1;
595;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3377,8;3374,8;27/05/2025 16:00:49;27/05/2025 16:00:49;Short_TP1;Profit target;28,48 $;12134,60 $;1,52 $;0,00 $;30,00 $;1,52 $;1;
596;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3377,8;3380,8;27/05/2025 16:00:49;27/05/2025 16:18:25;Short_TP2;Stop loss;-31,52 $;12103,08 $;1,52 $;30,00 $;50,00 $;81,52 $;2;
597;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3377,8;3380,8;27/05/2025 16:00:49;27/05/2025 16:18:25;Short_TP3;Stop loss;-31,52 $;12071,56 $;1,52 $;30,00 $;50,00 $;81,52 $;2;
598;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3382,8;3387,2;27/05/2025 16:57:42;27/05/2025 16:57:42;Long_TP1;Profit target;42,48 $;12114,04 $;1,52 $;0,00 $;44,00 $;1,52 $;1;
599;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3382,8;3378,4;27/05/2025 16:57:42;27/05/2025 17:32:32;Long_TP2;Stop loss;-45,52 $;12068,52 $;1,52 $;44,00 $;50,00 $;95,52 $;2;
600;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3382,8;3378,4;27/05/2025 16:57:42;27/05/2025 17:32:32;Long_TP3;Stop loss;-45,52 $;12023,00 $;1,52 $;44,00 $;50,00 $;95,52 $;2;
601;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3382,8;3382,8;27/05/2025 19:44:54;27/05/2025 19:44:54;Short_TP1;Stop loss;-1,52 $;12021,48 $;1,52 $;0,00 $;0,00 $;1,52 $;1;
602;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3382,8;3382,8;27/05/2025 19:44:54;27/05/2025 19:44:54;Short_TP2;Stop loss;-1,52 $;12019,96 $;1,52 $;0,00 $;0,00 $;1,52 $;1;
603;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3382,8;3382,8;27/05/2025 19:44:54;27/05/2025 19:44:54;Short_TP3;Stop loss;-1,52 $;12018,44 $;1,52 $;0,00 $;0,00 $;1,52 $;1;
604;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3387,8;3385,6;27/05/2025 22:59:57;27/05/2025 22:59:57;Long_TP1;Exit on session close;-23,52 $;11994,92 $;1,52 $;42,00 $;45,00 $;68,52 $;1;
605;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3387,8;3385,6;27/05/2025 22:59:57;27/05/2025 22:59:57;Long_TP2;Exit on session close;-23,52 $;11971,40 $;1,52 $;42,00 $;45,00 $;68,52 $;1;
606;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3387,8;3385,6;27/05/2025 22:59:57;27/05/2025 22:59:57;Long_TP3;Exit on session close;-23,52 $;11947,88 $;1,52 $;42,00 $;45,00 $;68,52 $;1;
607;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3384,6;3380,5;28/05/2025 15:43:23;28/05/2025 15:43:23;Short_TP1;Profit target;39,48 $;11987,36 $;1,52 $;0,00 $;41,00 $;1,52 $;1;
608;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3384,6;3388,7;28/05/2025 15:43:23;28/05/2025 15:53:28;Short_TP2;Stop loss;-42,52 $;11944,84 $;1,52 $;41,00 $;50,00 $;92,52 $;2;
609;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3384,6;3388,7;28/05/2025 15:43:23;28/05/2025 15:53:28;Short_TP3;Stop loss;-42,52 $;11902,32 $;1,52 $;41,00 $;50,00 $;92,52 $;2;
610;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3384,6;3384,6;28/05/2025 17:03:42;28/05/2025 17:03:42;Long_TP1;Stop loss;-1,52 $;11900,80 $;1,52 $;0,00 $;0,00 $;1,52 $;1;
611;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3384,6;3384,6;28/05/2025 17:03:42;28/05/2025 17:03:42;Long_TP2;Stop loss;-1,52 $;11899,28 $;1,52 $;0,00 $;0,00 $;1,52 $;1;
612;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3384,6;3384,6;28/05/2025 17:03:42;28/05/2025 17:03:42;Long_TP3;Stop loss;-1,52 $;11897,76 $;1,52 $;0,00 $;0,00 $;1,52 $;1;
613;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3379,6;3374,6;28/05/2025 18:37:47;28/05/2025 22:51:00;Short_TP1;Acheter pour couvrir;48,48 $;11946,24 $;1,52 $;50,00 $;50,00 $;1,52 $;4;
614;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3379,6;3374,6;28/05/2025 18:37:47;28/05/2025 22:51:00;Short_TP2;Acheter pour couvrir;48,48 $;11994,72 $;1,52 $;50,00 $;50,00 $;1,52 $;4;
615;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3379,6;3374,6;28/05/2025 18:37:47;28/05/2025 22:51:00;Short_TP3;Acheter pour couvrir;48,48 $;12043,20 $;1,52 $;50,00 $;50,00 $;1,52 $;4;
616;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3393,1;3403,2;29/05/2025 16:40:47;29/05/2025 18:04:49;Short_TP1;Stop loss;-102,52 $;11940,68 $;1,52 $;101,00 $;50,00 $;152,52 $;4;
617;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3393,1;3403,2;29/05/2025 16:40:47;29/05/2025 18:04:49;Short_TP2;Stop loss;-102,52 $;11838,16 $;1,52 $;101,00 $;50,00 $;152,52 $;4;
618;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3393,1;3403,2;29/05/2025 16:40:47;29/05/2025 18:04:49;Short_TP3;Stop loss;-102,52 $;11735,64 $;1,52 $;101,00 $;50,00 $;152,52 $;4;
619;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3403,1;3399,4;29/05/2025 21:18:45;29/05/2025 21:18:45;Long_TP1;Stop loss;-38,52 $;11697,12 $;1,52 $;37,00 $;0,00 $;38,52 $;1;
620;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3403,1;3399,4;29/05/2025 21:18:45;29/05/2025 21:18:45;Long_TP2;Stop loss;-38,52 $;11658,60 $;1,52 $;37,00 $;0,00 $;38,52 $;1;
621;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3403,1;3399,4;29/05/2025 21:18:45;29/05/2025 21:18:45;Long_TP3;Stop loss;-38,52 $;11620,08 $;1,52 $;37,00 $;0,00 $;38,52 $;1;
622;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3399,2;3399,2;29/05/2025 22:59:59;29/05/2025 22:59:59;Short_TP1;Exit on session close;-1,52 $;11618,56 $;1,52 $;0,00 $;0,00 $;1,52 $;1;
623;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3399,2;3399,2;29/05/2025 22:59:59;29/05/2025 22:59:59;Short_TP2;Exit on session close;-1,52 $;11617,04 $;1,52 $;0,00 $;0,00 $;1,52 $;1;
624;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3399,2;3399,2;29/05/2025 22:59:59;29/05/2025 22:59:59;Short_TP3;Exit on session close;-1,52 $;11615,52 $;1,52 $;0,00 $;0,00 $;1,52 $;1;
625;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3372,4;3368,5;30/05/2025 15:45:36;30/05/2025 15:45:36;Short_TP1;Profit target;37,48 $;11653,00 $;1,52 $;0,00 $;39,00 $;1,52 $;1;
626;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3372,4;3360,7;30/05/2025 15:45:36;30/05/2025 15:59:26;Short_TP2;Profit target;115,48 $;11768,48 $;1,52 $;0,00 $;117,00 $;1,52 $;3;
627;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3372,4;3369,9;30/05/2025 15:45:36;30/05/2025 22:59:59;Short_TP3;Exit on session close;23,48 $;11791,96 $;1,52 $;0,00 $;200,00 $;176,52 $;10;
628;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3443,8;3453,6;02/06/2025 15:44:20;02/06/2025 15:46:54;Long_TP1;Profit target;96,48 $;11888,44 $;1,52 $;0,00 $;98,00 $;1,52 $;2;
629;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3443,8;3463,3;02/06/2025 15:44:20;02/06/2025 22:59:59;Long_TP2;Exit on session close;193,48 $;12081,92 $;1,52 $;0,00 $;200,00 $;6,52 $;5;
630;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3443,8;3463,3;02/06/2025 15:44:20;02/06/2025 22:59:59;Long_TP3;Exit on session close;193,48 $;12275,40 $;1,52 $;0,00 $;200,00 $;6,52 $;5;
631;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3432,8;3425,3;03/06/2025 15:46:00;03/06/2025 15:47:29;Short_TP1;Profit target;73,48 $;12348,88 $;1,52 $;0,00 $;75,00 $;1,52 $;2;
632;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3432,8;3433,9;03/06/2025 15:46:00;03/06/2025 22:59:59;Short_TP2;Exit on session close;-12,52 $;12336,36 $;1,52 $;11,00 $;150,00 $;162,52 $;6;
633;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3432,8;3433,9;03/06/2025 15:46:00;03/06/2025 22:59:59;Short_TP3;Exit on session close;-12,52 $;12323,84 $;1,52 $;11,00 $;150,00 $;162,52 $;6;
634;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3444,3;3450,6;04/06/2025 16:16:10;04/06/2025 16:32:28;Long_TP1;Profit target;61,48 $;12385,32 $;1,52 $;0,00 $;63,00 $;1,52 $;2;
635;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3444,3;3463,2;04/06/2025 16:16:10;04/06/2025 16:42:24;Long_TP2;Profit target;187,48 $;12572,80 $;1,52 $;0,00 $;189,00 $;1,52 $;4;
636;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Long;1;3444,3;3454,3;04/06/2025 16:16:10;04/06/2025 22:59:57;Long_TP3;Exit on session close;98,48 $;12671,28 $;1,52 $;0,00 $;200,00 $;101,52 $;6;
637;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3455,3;3448,9;05/06/2025 16:05:49;05/06/2025 16:48:20;Short_TP1;Profit target;62,48 $;12733,76 $;1,52 $;50,00 $;64,00 $;1,52 $;4;
638;MGC 12-25;Backtest;PAX30_TrailingR_Runner;Court;1;3455,3;3436,1;05/06/2025 16:05:49;05/06/2025 17:33:09;Short_TP2;Profit target;190,48 $;12924,24 $;1,52 $;50,00 $;192,00 $;1,52 $;6;
